provinsi,kode_prov,tahun,bulan,nama_bulan,urutan,akun,anggaran,realisasi,persentase
DKI Jakarta,09,2023,9,September,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,542500000000.0,528516040000.0,97.42
DKI Jakarta,09,2023,9,September,6,Lain-Lain PAD yang Sah,8031023659701.0,2569749649698.0,32.0
DKI Jakarta,09,2023,9,September,7,TKDD,18457238970000.0,9981013812500.0,54.08
DKI Jakarta,09,2023,9,September,8,Pendapatan Transfer Pemerintah Pusat,18457238970000.0,9981013812500.0,54.08
DKI Jakarta,09,2023,9,September,9,Pendapatan Lainnya,3149883458436.0,26865165180.0,0.85
DKI Jakarta,09,2023,9,September,10,Pendapatan Hibah,3149883458436.0,26865165180.0,0.85
DKI Jakarta,09,2023,9,September,11,Belanja Daerah,74613763379256.0,29367024953062.0,39.36
DKI Jakarta,09,2023,9,September,12,Belanja Pegawai,18322002724743.0,11883490152007.0,64.86
DKI Jakarta,09,2023,9,September,13,Belanja Pegawai,18322002724743.0,11883490152007.0,64.86
DKI Jakarta,09,2023,9,September,14,Belanja Barang dan Jasa,27533456404426.0,12149345690440.0,44.13
DKI Jakarta,09,2023,9,September,15,Belanja Barang dan Jasa,27533456404426.0,12149345690440.0,44.13
DKI Jakarta,09,2023,9,September,16,Belanja Modal,13703221170855.0,1924566591515.0,14.04
DKI Jakarta,09,2023,9,September,17,Belanja Modal,13703221170855.0,1924566591515.0,14.04
DKI Jakarta,09,2023,9,September,18,Belanja Lainnya,15055083079232.0,3409622519100.0,22.65
DKI Jakarta,09,2023,9,September,19,Belanja Bantuan Keuangan,356446480500.0,138457000000.0,38.84
DKI Jakarta,09,2023,9,September,20,Belanja Bunga,258000000000.0,164187810000.0,63.64
DKI Jakarta,09,2023,9,September,21,Belanja Subsidi,6016099339168.0,1666719700000.0,27.7
DKI Jakarta,09,2023,9,September,22,Belanja Hibah,2963126545202.0,976696031500.0,32.96
DKI Jakarta,09,2023,9,September,23,Belanja Bantuan Sosial,4556982983280.0,463561977600.0,10.17
DKI Jakarta,09,2023,9,September,24,Belanja Tidak Terduga,904427731082.0,0.0,0.0
DKI Jakarta,09,2023,9,September,25,Pembiayaan Daerah,233117291119.0,7453626218280.0,3197.37
DKI Jakarta,09,2023,9,September,26,Penerimaan Pembiayaan Daerah,9400439814055.0,8623955018280.0,91.74
DKI Jakarta,09,2023,9,September,27,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,7977762849353.0,8623955018280.0,108.1
DKI Jakarta,09,2023,9,September,28,Penerimaan Pinjaman Daerah,1422676964702.0,0.0,0.0
DKI Jakarta,09,2023,9,September,29,Penerimaan Kembali Pemberian Pinjaman Daerah,0.0,0.0,0.0
DKI Jakarta,09,2023,9,September,30,Pengeluaran Pembiayaan Daerah,9167322522936.0,1170328800000.0,12.77
DKI Jakarta,09,2023,9,September,31,Penyertaan Modal Daerah,7209033693138.0,533000000000.0,7.39
DKI Jakarta,09,2023,9,September,32,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,1782271240223.0,637328800000.0,35.76
DKI Jakarta,09,2023,9,September,33,Pemberian Pinjaman Daerah,176017589575.0,0.0,0.0
DKI Jakarta,09,2023,10,Oktober,1,Pendapatan Daerah,74380646088137.0,46785106116223.0,62.9
DKI Jakarta,09,2023,10,Oktober,2,PAD,52773523659701.0,35875174927543.0,67.98
DKI Jakarta,09,2023,10,Oktober,3,Pajak Daerah,43600000000000.0,32073422241588.0,73.56
DKI Jakarta,09,2023,10,Oktober,4,Retribusi Daerah,600000000000.0,316980335048.0,52.83
DKI Jakarta,09,2023,10,Oktober,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,542500000000.0,528516040000.0,97.42
DKI Jakarta,09,2023,10,Oktober,6,Lain-Lain PAD yang Sah,8031023659701.0,2956256310907.0,36.81
DKI Jakarta,09,2023,10,Oktober,7,TKDD,18457238970000.0,10882056033500.0,58.96
DKI Jakarta,09,2023,10,Oktober,8,Pendapatan Transfer Pemerintah Pusat,18457238970000.0,10882056033500.0,58.96
DKI Jakarta,09,2023,10,Oktober,9,Pendapatan Lainnya,3149883458436.0,27875155180.0,0.88
DKI Jakarta,09,2023,10,Oktober,10,Pendapatan Hibah,3149883458436.0,27875155180.0,0.88
DKI Jakarta,09,2023,10,Oktober,11,Belanja Daerah,74613763379256.0,34385510132529.0,46.08
DKI Jakarta,09,2023,10,Oktober,12,Belanja Pegawai,18322002724743.0,13265738897433.0,72.4
DKI Jakarta,09,2023,10,Oktober,13,Belanja Pegawai,18322002724743.0,13265738897433.0,72.4
DKI Jakarta,09,2023,10,Oktober,14,Belanja Barang dan Jasa,27533456404426.0,14256841844421.0,51.78
DKI Jakarta,09,2023,10,Oktober,15,Belanja Barang dan Jasa,27533456404426.0,14256841844421.0,51.78
DKI Jakarta,09,2023,10,Oktober,16,Belanja Modal,13703221170855.0,2698260619575.0,19.69
DKI Jakarta,09,2023,10,Oktober,17,Belanja Modal,13703221170855.0,2698260619575.0,19.69
DKI Jakarta,09,2023,10,Oktober,18,Belanja Lainnya,15055083079232.0,4164668771100.0,27.66
DKI Jakarta,09,2023,10,Oktober,19,Belanja Bantuan Keuangan,356446480500.0,356447000000.0,100.0
DKI Jakarta,09,2023,10,Oktober,20,Belanja Bunga,258000000000.0,177001310000.0,68.61
DKI Jakarta,09,2023,10,Oktober,21,Belanja Subsidi,6016099339168.0,1782950100000.0,29.64
DKI Jakarta,09,2023,10,Oktober,22,Belanja Hibah,2963126545202.0,1383625333500.0,46.69
DKI Jakarta,09,2023,10,Oktober,23,Belanja Bantuan Sosial,4556982983280.0,464645027600.0,10.2
DKI Jakarta,09,2023,10,Oktober,24,Belanja Tidak Terduga,904427731082.0,0.0,0.0
DKI Jakarta,09,2023,10,Oktober,25,Pembiayaan Daerah,233117291119.0,7378163818280.0,3165.0
DKI Jakarta,09,2023,10,Oktober,26,Penerimaan Pembiayaan Daerah,9400439814055.0,8623955018280.0,91.74
DKI Jakarta,09,2023,10,Oktober,27,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,7977762849353.0,8623955018280.0,108.1
DKI Jakarta,09,2023,10,Oktober,28,Penerimaan Pinjaman Daerah,1422676964702.0,0.0,0.0
DKI Jakarta,09,2023,10,Oktober,29,Penerimaan Kembali Pemberian Pinjaman Daerah,0.0,0.0,0.0
DKI Jakarta,09,2023,10,Oktober,30,Pengeluaran Pembiayaan Daerah,9167322522936.0,1245791200000.0,13.59
DKI Jakarta,09,2023,10,Oktober,31,Penyertaan Modal Daerah,7209033693138.0,533000000000.0,7.39
DKI Jakarta,09,2023,10,Oktober,32,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,1782271240223.0,712791200000.0,39.99
DKI Jakarta,09,2023,10,Oktober,33,Pemberian Pinjaman Daerah,176017589575.0,0.0,0.0
DKI Jakarta,09,2023,11,November,1,Pendapatan Daerah,74380646088137.0,57088033274994.0,76.75
DKI Jakarta,09,2023,11,November,2,PAD,52773523659701.0,39766673599814.0,75.35
DKI Jakarta,09,2023,11,November,3,Pajak Daerah,43600000000000.0,35505060330536.0,81.43
DKI Jakarta,09,2023,11,November,4,Retribusi Daerah,600000000000.0,353083597002.0,58.85
DKI Jakarta,09,2023,11,November,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,542500000000.0,528516040000.0,97.42
DKI Jakarta,09,2023,11,November,6,Lain-Lain PAD yang Sah,8031023659701.0,3380013632276.0,42.09
DKI Jakarta,09,2023,11,November,7,TKDD,18457238970000.0,17292474530000.0,93.69
DKI Jakarta,09,2023,11,November,8,Pendapatan Transfer Pemerintah Pusat,18457238970000.0,17292474530000.0,93.69
DKI Jakarta,09,2023,11,November,9,Pendapatan Lainnya,3149883458436.0,28885145180.0,0.92
DKI Jakarta,09,2023,11,November,10,Pendapatan Hibah,3149883458436.0,28885145180.0,0.92
DKI Jakarta,09,2023,11,November,11,Belanja Daerah,74613763379256.0,42674049575929.0,57.19
DKI Jakarta,09,2023,11,November,12,Belanja Pegawai,18322002724743.0,14787027604377.0,80.71
DKI Jakarta,09,2023,11,November,13,Belanja Pegawai,18322002724743.0,14787027604377.0,80.71
DKI Jakarta,09,2023,11,November,14,Belanja Barang dan Jasa,27533456404426.0,17311640505285.0,62.87
DKI Jakarta,09,2023,11,November,15,Belanja Barang dan Jasa,27533456404426.0,17311640505285.0,62.87
DKI Jakarta,09,2023,11,November,16,Belanja Modal,13703221170855.0,3922641901817.0,28.63
DKI Jakarta,09,2023,11,November,17,Belanja Modal,13703221170855.0,3922641901817.0,28.63
DKI Jakarta,09,2023,11,November,18,Belanja Lainnya,15055083079232.0,6652739564450.0,44.19
DKI Jakarta,09,2023,11,November,19,Belanja Bantuan Keuangan,356446480500.0,356447000000.0,100.0
DKI Jakarta,09,2023,11,November,20,Belanja Bunga,258000000000.0,189874110000.0,73.59
DKI Jakarta,09,2023,11,November,21,Belanja Subsidi,6016099339168.0,1899724990000.0,31.58
DKI Jakarta,09,2023,11,November,22,Belanja Hibah,2963126545202.0,1821131539000.0,61.46
DKI Jakarta,09,2023,11,November,23,Belanja Bantuan Sosial,4556982983280.0,2385561925450.0,52.35
DKI Jakarta,09,2023,11,November,24,Belanja Tidak Terduga,904427731082.0,0.0,0.0
DKI Jakarta,09,2023,11,November,25,Pembiayaan Daerah,233117291119.0,7646489988510.0,3280.1
DKI Jakarta,09,2023,11,November,26,Penerimaan Pembiayaan Daerah,9400439814055.0,9167743588510.0,97.52
DKI Jakarta,09,2023,11,November,27,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,7977762849353.0,9167743588510.0,114.92
DKI Jakarta,09,2023,11,November,28,Penerimaan Pinjaman Daerah,1422676964702.0,0.0,0.0
DKI Jakarta,09,2023,11,November,29,Penerimaan Kembali Pemberian Pinjaman Daerah,0.0,0.0,0.0
DKI Jakarta,09,2023,11,November,30,Pengeluaran Pembiayaan Daerah,9167322522936.0,1521253600000.0,16.59
DKI Jakarta,09,2023,11,November,31,Penyertaan Modal Daerah,7209033693138.0,733000000000.0,10.17
DKI Jakarta,09,2023,11,November,32,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,1782271240223.0,788253600000.0,44.23
DKI Jakarta,09,2023,11,November,33,Pemberian Pinjaman Daerah,176017589575.0,0.0,0.0
DKI Jakarta,09,2023,12,Desember,1,Pendapatan Daerah,74380646088137.0,66231173287384.0,89.04
DKI Jakarta,09,2023,12,Desember,2,PAD,52773523659701.0,44312573704896.0,83.97
DKI Jakarta,09,2023,12,Desember,3,Pajak Daerah,43600000000000.0,39045491092507.0,89.55
DKI Jakarta,09,2023,12,Desember,4,Retribusi Daerah,600000000000.0,422395482994.0,70.4
DKI Jakarta,09,2023,12,Desember,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,542500000000.0,540869249987.0,99.7
DKI Jakarta,09,2023,12,Desember,6,Lain-Lain PAD yang Sah,8031023659701.0,4303817879408.0,53.59
DKI Jakarta,09,2023,12,Desember,7,TKDD,18457238970000.0,20152445762034.0,109.18
DKI Jakarta,09,2023,12,Desember,8,Pendapatan Transfer Pemerintah Pusat,18457238970000.0,20152445762034.0,109.18
DKI Jakarta,09,2023,12,Desember,9,Pendapatan Lainnya,3149883458436.0,1766153820454.0,56.07
DKI Jakarta,09,2023,12,Desember,10,Pendapatan Hibah,3149883458436.0,1766153820454.0,56.07
DKI Jakarta,09,2023,12,Desember,11,Belanja Daerah,74613763379256.0,61338688261517.0,82.21
DKI Jakarta,09,2023,12,Desember,12,Belanja Pegawai,18322002724743.0,16531222193123.0,90.23
DKI Jakarta,09,2023,12,Desember,13,Belanja Pegawai,18322002724743.0,16531222193123.0,90.23
DKI Jakarta,09,2023,12,Desember,14,Belanja Barang dan Jasa,27533456404426.0,24224997782459.0,87.98
DKI Jakarta,09,2023,12,Desember,15,Belanja Barang dan Jasa,27533456404426.0,24224997782459.0,87.98
DKI Jakarta,09,2023,12,Desember,16,Belanja Modal,13703221170855.0,8748473486785.0,63.84
DKI Jakarta,09,2023,12,Desember,17,Belanja Modal,13703221170855.0,8748473486785.0,63.84
DKI Jakarta,09,2023,12,Desember,18,Belanja Lainnya,15055083079232.0,11833994799150.0,78.6
DKI Jakarta,09,2023,12,Desember,19,Belanja Bantuan Keuangan,356446480500.0,356446480500.0,100.0
DKI Jakarta,09,2023,12,Desember,20,Belanja Bunga,258000000000.0,215111291741.0,83.38
DKI Jakarta,09,2023,12,Desember,21,Belanja Subsidi,6016099339168.0,5040201181534.0,83.78
DKI Jakarta,09,2023,12,Desember,22,Belanja Hibah,2963126545202.0,3495463596507.0,117.97
DKI Jakarta,09,2023,12,Desember,23,Belanja Bantuan Sosial,4556982983280.0,2726772248868.0,59.84
DKI Jakarta,09,2023,12,Desember,24,Belanja Tidak Terduga,904427731082.0,0.0,0.0
DKI Jakarta,09,2023,12,Desember,25,Pembiayaan Daerah,233117291119.0,2322958940761.0,996.48
DKI Jakarta,09,2023,12,Desember,26,Penerimaan Pembiayaan Daerah,9400439814055.0,8886564884056.0,94.53
DKI Jakarta,09,2023,12,Desember,27,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,7977762849353.0,8600096664254.0,107.8
DKI Jakarta,09,2023,12,Desember,28,Penerimaan Pinjaman Daerah,1422676964702.0,286277630136.0,20.12
DKI Jakarta,09,2023,12,Desember,29,Penerimaan Kembali Pemberian Pinjaman Daerah,0.0,190589666.0,0.0
DKI Jakarta,09,2023,12,Desember,30,Pengeluaran Pembiayaan Daerah,9167322522936.0,6563605943295.0,71.6
DKI Jakarta,09,2023,12,Desember,31,Penyertaan Modal Daerah,7209033693138.0,4836397306901.0,67.09
DKI Jakarta,09,2023,12,Desember,32,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,1782271240223.0,1727208636394.0,96.91
DKI Jakarta,09,2023,12,Desember,33,Pemberian Pinjaman Daerah,176017589575.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,1,Pendapatan Daerah,72446382571261.0,3010577198116.0,4.16
DKI Jakarta,09,2024,1,Januari,2,PAD,52398081040625.0,3009741912116.0,5.74
DKI Jakarta,09,2024,1,Januari,3,Pajak Daerah,46240000000000.0,2589557338291.0,5.6
DKI Jakarta,09,2024,1,Januari,4,Retribusi Daerah,483034270805.0,27599780575.0,5.71
DKI Jakarta,09,2024,1,Januari,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,823000000000.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,6,Lain-Lain PAD yang Sah,4852046769820.0,392584793250.0,8.09
DKI Jakarta,09,2024,1,Januari,7,TKDD,19326007889000.0,835286000.0,0.0
DKI Jakarta,09,2024,1,Januari,8,Pendapatan Transfer Pemerintah Pusat,19326007889000.0,835286000.0,0.0
DKI Jakarta,09,2024,1,Januari,9,Pendapatan Lainnya,722293641636.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,10,Pendapatan Hibah,722293641636.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,11,Belanja Daerah,72600997362528.0,1555023296803.0,2.14
DKI Jakarta,09,2024,1,Januari,12,Belanja Pegawai,20065594901085.0,1200670421012.0,5.98
DKI Jakarta,09,2024,1,Januari,13,Belanja Pegawai,20065594901085.0,1200670421012.0,5.98
DKI Jakarta,09,2024,1,Januari,14,Belanja Barang dan Jasa,27309645709375.0,341237246291.0,1.25
DKI Jakarta,09,2024,1,Januari,15,Belanja Barang dan Jasa,27309645709375.0,341237246291.0,1.25
DKI Jakarta,09,2024,1,Januari,16,Belanja Modal,11554909926952.0,980729500.0,0.01
DKI Jakarta,09,2024,1,Januari,17,Belanja Modal,11554909926952.0,980729500.0,0.01
DKI Jakarta,09,2024,1,Januari,18,Belanja Lainnya,13670846825116.0,12134900000.0,0.09
DKI Jakarta,09,2024,1,Januari,19,Belanja Bantuan Keuangan,318312154164.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,20,Belanja Bunga,256000000000.0,12134900000.0,4.74
DKI Jakarta,09,2024,1,Januari,21,Belanja Subsidi,5603712087924.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,22,Belanja Hibah,3306327319994.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,23,Belanja Bantuan Sosial,3114488637394.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,24,Belanja Tidak Terduga,1072006625640.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,25,Pembiayaan Daerah,154614791267.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,26,Penerimaan Pembiayaan Daerah,9270190454798.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,27,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,3859858398967.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,28,Penerimaan Pinjaman Daerah,5410332055831.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,29,Penerimaan Kembali Pemberian Pinjaman Daerah,0.0,0.0,0.0
DKI Jakarta,09,2024,1,Januari,30,Pengeluaran Pembiayaan Daerah,9115575663531.0,275462400000.0,3.02
DKI Jakarta,09,2024,1,Januari,31,Penyertaan Modal Daerah,7253905829467.0,200000000000.0,2.76
DKI Jakarta,09,2024,1,Januari,32,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,1861669834064.0,75462400000.0,4.05
DKI Jakarta,09,2024,2,Februari,1,Pendapatan Daerah,72446382571261.0,5737444607253.0,7.92
DKI Jakarta,09,2024,2,Februari,2,PAD,52398081040625.0,5733401530253.0,10.94
DKI Jakarta,09,2024,2,Februari,3,Pajak Daerah,46240000000000.0,4923706378740.0,10.65
DKI Jakarta,09,2024,2,Februari,4,Retribusi Daerah,483034270805.0,62639324384.0,12.97
DKI Jakarta,09,2024,2,Februari,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,823000000000.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,6,Lain-Lain PAD yang Sah,4852046769820.0,747055827129.0,15.4
DKI Jakarta,09,2024,2,Februari,7,TKDD,19326007889000.0,4043077000.0,0.02
DKI Jakarta,09,2024,2,Februari,8,Pendapatan Transfer Pemerintah Pusat,19326007889000.0,4043077000.0,0.02
DKI Jakarta,09,2024,2,Februari,9,Pendapatan Lainnya,722293641636.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,10,Pendapatan Hibah,722293641636.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,11,Belanja Daerah,72600997362528.0,3789065728016.0,5.22
DKI Jakarta,09,2024,2,Februari,12,Belanja Pegawai,20065594901085.0,2425510169074.0,12.09
DKI Jakarta,09,2024,2,Februari,13,Belanja Pegawai,20065594901085.0,2425510169074.0,12.09
DKI Jakarta,09,2024,2,Februari,14,Belanja Barang dan Jasa,27309645709375.0,1264751652727.0,4.63
DKI Jakarta,09,2024,2,Februari,15,Belanja Barang dan Jasa,27309645709375.0,1264751652727.0,4.63
DKI Jakarta,09,2024,2,Februari,16,Belanja Modal,11554909926952.0,-10241519785.0,-0.09
DKI Jakarta,09,2024,2,Februari,17,Belanja Modal,11554909926952.0,-10241519785.0,-0.09
DKI Jakarta,09,2024,2,Februari,18,Belanja Lainnya,13670846825116.0,109045426000.0,0.8
DKI Jakarta,09,2024,2,Februari,19,Belanja Bantuan Keuangan,318312154164.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,20,Belanja Bunga,256000000000.0,40790426000.0,15.93
DKI Jakarta,09,2024,2,Februari,21,Belanja Subsidi,5603712087924.0,29624000000.0,0.53
DKI Jakarta,09,2024,2,Februari,22,Belanja Hibah,3306327319994.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,23,Belanja Bantuan Sosial,3114488637394.0,38631000000.0,1.24
DKI Jakarta,09,2024,2,Februari,24,Belanja Tidak Terduga,1072006625640.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,25,Pembiayaan Daerah,154614791267.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,26,Penerimaan Pembiayaan Daerah,9270190454798.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,27,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,3859858398967.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,28,Penerimaan Pinjaman Daerah,5410332055831.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,29,Penerimaan Kembali Pemberian Pinjaman Daerah,0.0,0.0,0.0
DKI Jakarta,09,2024,2,Februari,30,Pengeluaran Pembiayaan Daerah,9115575663531.0,367739600000.0,4.03
DKI Jakarta,09,2024,2,Februari,31,Penyertaan Modal Daerah,7253905829467.0,200000000000.0,2.76
DKI Jakarta,09,2024,2,Februari,32,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,1861669834064.0,167739600000.0,9.01
DKI Jakarta,09,2024,3,Maret,1,Pendapatan Daerah,72446382571261.0,9935042594993.0,13.71
DKI Jakarta,09,2024,3,Maret,2,PAD,52398081040625.0,8739012188993.0,16.68
DKI Jakarta,09,2024,3,Maret,3,Pajak Daerah,46240000000000.0,7492144049601.0,16.2
DKI Jakarta,09,2024,3,Maret,4,Retribusi Daerah,483034270805.0,96128485084.0,19.9
DKI Jakarta,09,2024,3,Maret,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,823000000000.0,36864000000.0,4.48
DKI Jakarta,09,2024,3,Maret,6,Lain-Lain PAD yang Sah,4852046769820.0,1113875654308.0,22.96
DKI Jakarta,09,2024,3,Maret,7,TKDD,19326007889000.0,1196030406000.0,6.19
DKI Jakarta,09,2024,3,Maret,8,Pendapatan Transfer Pemerintah Pusat,19326007889000.0,1196030406000.0,6.19
DKI Jakarta,09,2024,3,Maret,9,Pendapatan Lainnya,722293641636.0,0.0,0.0
DKI Jakarta,09,2024,3,Maret,10,Pendapatan Hibah,722293641636.0,0.0,0.0
DKI Jakarta,09,2024,3,Maret,11,Belanja Daerah,72600997362528.0,7386266891261.0,10.17
DKI Jakarta,09,2024,3,Maret,12,Belanja Pegawai,20065594901085.0,3705696172132.0,18.47
DKI Jakarta,09,2024,3,Maret,13,Belanja Pegawai,20065594901085.0,3705696172132.0,18.47
DKI Jakarta,09,2024,3,Maret,14,Belanja Barang dan Jasa,27309645709375.0,3392504779040.0,12.42
DKI Jakarta,09,2024,3,Maret,15,Belanja Barang dan Jasa,27309645709375.0,3392504779040.0,12.42
DKI Jakarta,09,2024,3,Maret,16,Belanja Modal,11554909926952.0,93416209089.0,0.81
DKI Jakarta,09,2024,3,Maret,17,Belanja Modal,11554909926952.0,93416209089.0,0.81
DKI Jakarta,09,2024,3,Maret,18,Belanja Lainnya,13670846825116.0,194649731000.0,1.42
DKI Jakarta,09,2024,3,Maret,19,Belanja Bantuan Keuangan,318312154164.0,0.0,0.0
DKI Jakarta,09,2024,3,Maret,20,Belanja Bunga,256000000000.0,51456526000.0,20.1
DKI Jakarta,09,2024,3,Maret,21,Belanja Subsidi,5603712087924.0,91422300000.0,1.63
DKI Jakarta,09,2024,3,Maret,22,Belanja Hibah,3306327319994.0,11097830000.0,0.34
DKI Jakarta,09,2024,3,Maret,23,Belanja Bantuan Sosial,3114488637394.0,40673075000.0,1.31
DKI Jakarta,09,2024,3,Maret,24,Belanja Tidak Terduga,1072006625640.0,0.0,0.0
DKI Jakarta,09,2024,3,Maret,25,Pembiayaan Daerah,154614791267.0,0.0,0.0
DKI Jakarta,09,2024,3,Maret,26,Penerimaan Pembiayaan Daerah,9270190454798.0,0.0,0.0
DKI Jakarta,09,2024,3,Maret,27,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,3859858398967.0,0.0,0.0
DKI Jakarta,09,2024,3,Maret,28,Penerimaan Pinjaman Daerah,5410332055831.0,0.0,0.0
DKI Jakarta,09,2024,3,Maret,29,Penerimaan Kembali Pemberian Pinjaman Daerah,0.0,0.0,0.0
DKI Jakarta,09,2024,3,Maret,30,Pengeluaran Pembiayaan Daerah,9115575663531.0,443202000000.0,4.86
DKI Jakarta,09,2024,3,Maret,31,Penyertaan Modal Daerah,7253905829467.0,200000000000.0,2.76
DKI Jakarta,09,2024,3,Maret,32,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,1861669834064.0,243202000000.0,13.06
DKI Jakarta,09,2024,4,April,1,Pendapatan Daerah,72446382571261.0,16472783494804.0,22.74
DKI Jakarta,09,2024,4,April,2,PAD,52398081040625.0,12122334703804.0,23.14
DKI Jakarta,09,2024,4,April,3,Pajak Daerah,46240000000000.0,10125480397827.0,21.9
DKI Jakarta,09,2024,4,April,4,Retribusi Daerah,483034270805.0,137802886584.0,28.53
DKI Jakarta,09,2024,4,April,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,823000000000.0,363227000000.0,44.13
DKI Jakarta,09,2024,4,April,6,Lain-Lain PAD yang Sah,4852046769820.0,1495824419393.0,30.83
DKI Jakarta,09,2024,4,April,7,TKDD,19326007889000.0,4350448791000.0,22.51
DKI Jakarta,09,2024,4,April,8,Pendapatan Transfer Pemerintah Pusat,19326007889000.0,4350448791000.0,22.51
DKI Jakarta,09,2024,4,April,9,Pendapatan Lainnya,722293641636.0,0.0,0.0
DKI Jakarta,09,2024,4,April,10,Pendapatan Hibah,722293641636.0,0.0,0.0
DKI Jakarta,09,2024,4,April,11,Belanja Daerah,72600997362528.0,12453084813841.0,17.15
DKI Jakarta,09,2024,4,April,12,Belanja Pegawai,20065594901085.0,6086151760472.0,30.33
DKI Jakarta,09,2024,4,April,13,Belanja Pegawai,20065594901085.0,6086151760472.0,30.33
DKI Jakarta,09,2024,4,April,14,Belanja Barang dan Jasa,27309645709375.0,5278854033875.0,19.33
DKI Jakarta,09,2024,4,April,15,Belanja Barang dan Jasa,27309645709375.0,5278854033875.0,19.33
DKI Jakarta,09,2024,4,April,16,Belanja Modal,11554909926952.0,298799141494.0,2.59
DKI Jakarta,09,2024,4,April,17,Belanja Modal,11554909926952.0,298799141494.0,2.59
DKI Jakarta,09,2024,4,April,18,Belanja Lainnya,13670846825116.0,789279878000.0,5.77
DKI Jakarta,09,2024,4,April,19,Belanja Bantuan Keuangan,318312154164.0,0.0,0.0
DKI Jakarta,09,2024,4,April,20,Belanja Bunga,256000000000.0,62488026000.0,24.41
DKI Jakarta,09,2024,4,April,21,Belanja Subsidi,5603712087924.0,169404900000.0,3.02
DKI Jakarta,09,2024,4,April,22,Belanja Hibah,3306327319994.0,515456382000.0,15.59
DKI Jakarta,09,2024,4,April,23,Belanja Bantuan Sosial,3114488637394.0,41930570000.0,1.35
DKI Jakarta,09,2024,4,April,24,Belanja Tidak Terduga,1072006625640.0,0.0,0.0
DKI Jakarta,09,2024,4,April,25,Pembiayaan Daerah,154614791267.0,0.0,0.0
DKI Jakarta,09,2024,4,April,26,Penerimaan Pembiayaan Daerah,9270190454798.0,0.0,0.0
DKI Jakarta,09,2024,4,April,27,Sisa Lebih Perhitungan Anggaran Tahun Sebelumnya,3859858398967.0,0.0,0.0
DKI Jakarta,09,2024,4,April,28,Penerimaan Pinjaman Daerah,5410332055831.0,0.0,0.0
DKI Jakarta,09,2024,4,April,29,Penerimaan Kembali Pemberian Pinjaman Daerah,0.0,0.0,0.0
DKI Jakarta,09,2024,4,April,30,Pengeluaran Pembiayaan Daerah,9115575663531.0,518179600000.0,5.68
DKI Jakarta,09,2024,4,April,31,Penyertaan Modal Daerah,7253905829467.0,200000000000.0,2.76
DKI Jakarta,09,2024,4,April,32,Pembayaran Cicilan Pokok Utang yang Jatuh Tempo,1861669834064.0,318179600000.0,17.09
DKI Jakarta,09,2024,5,Mei,1,Pendapatan Daerah,72446382571261.0,19901932219155.0,27.47
DKI Jakarta,09,2024,5,Mei,2,PAD,52398081040625.0,15135646758155.0,28.89
